age,sexe_nais,genre,genre_autre,ethnie,ehtnie_autre,school,cegep_precisez,cycle_et,regime_et,prog_et,prog_et_precisez,format_cours,traval_hrs,maritale,enfant,cmb_enfant,dx_tr_app,dx_tr_app_lequel,dx_tr_app_precisez,diff_strat_et,type_diff_stra_et,pps1,pps2,pps3,pps4,pps5,pps6,pps7,pps8,pps9,pps10,pps11,perf1,perf2,perf3,perf4,perf5,perf6,perf7,perf8,perf9,perf10,perf11,perf12,perf13,perf14,perf15,perf16,perf17,perf18,perf19,perf20,flexpsy1,flexpsy2,flexpsy3,flexpsy4,flexpsy5,flexpsy6,flexpsy7,flexpsy8,flexpsy9,flexpsy10,flexpsy11,flexpsy12,sep1,sep2,sep3,sep4,sep5,sep6,sep7,sep8,sep9,sep10,qmes1,qmes2,qmes3,qmes4,qmes5,qmes6,qmes7,qmes8,qmes9,qmes10,qmes11,qmes12,qmes13,qmes14,qmes15,qmes16,qmes17,qmes18,qmes19,qmes20,qmes21,qmes22,qmes23,qmes24,qmes25,qmes26,qmes27,ese1,ese2,ese3,ese4,ese5,qeed_ouv,qeed1,qeed2,qeed3,qeed4,qeed5,qeed6,proc_ouvert,eead1_rec,eead2_rec,eead3_rec,eead4_rec,eead5_rec,eead6_rec,eead7_rec,eead8_rec,eead9_rec,eead10_rec,eead11_rec,eead12_rec,eead13_rec,eead14_rec,pps_tot,qpr_rhs,qpr_pp,mpfi_tot,gses_tot,qmes_eng_opt,qmes_sur_eng_scol,qmes_sous_eng_scol,ese_tot
24,Féminin,Féminin,,Blanc-Caucasien,,Université de Montréal,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,Neuropsychologie,Partiellement à distance (en ligne,0-5 heures,Conjoint de fait,Non,,Non,,,Oui,J'ai de la difficulté à concilier la famille et les études.,1,2,4,3,5,5,2,2,5,2,2,5,3,5,5,5,5,5,2,2,2,1,5,3,3,4,4,3,5,5,5,5,4,6,6,5,5,2,3,5,5,6,6,4,3,3,4,4,4,3,4,4,4,7,6,2,8,3,0,8,6,1,8,6,7,8,5,0,7,8,1,8,5,2,8,0,0,7,5,3,7,5,6,7,7,,2,3,1,2,3,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,2,3,1,2,4,3,3,2,4,4,2,3,1,33,33,44,58,37,69,44,16,32
26,Masculin,Masculin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,21-25 heures,Célibataire,Non,,Non,,,Non,,2,2,1,3,2,2,2,2,4,1,1,3,4,1,3,2,2,2,4,4,1,2,1,1,1,1,1,1,2,2,2,5,5,6,4,5,6,2,3,4,3,4,5,4,3,2,3,3,4,4,4,4,3,7,3,6,4,3,2,8,1,2,8,4,6,8,3,2,6,6,2,7,6,5,4,2,0,7,1,2,6,7,7,7,3,,4,1,1,3,1,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,4,1,3,4,1,3,1,4,3,1,3,1,22,17,23,52,34,59,29,27,30
17,Féminin,Féminin,,Noir,,Cégep de Shawinigan,,Cégep,Temps plein,Sciences humaines/sociales,,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,3,4,3,4,4,4,2,2,1,5,4,3,4,3,3,4,2,5,4,4,4,2,4,4,2,3,4,2,4,4,3,3,5,6,5,3,3,4,3,6,6,3,1,3,3,2,3,3,2,3,3,4,2,2,8,3,5,6,8,3,5,6,6,6,7,6,8,7,0,4,1,6,8,3,4,7,8,5,5,4,3,5,2,,4,5,4,2,2,3,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,2,2,2,1,3,3,3,3,2,3,2,2,2,35,26,44,51,26,56,45,37,19
24,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Trois-Rivières,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,16-20 heures,Célibataire,Non,,Non,,,Non,,3,2,4,3,4,4,2,2,2,2,2,4,4,4,4,3,4,4,3,4,3,3,4,3,4,4,3,4,3,4,4,3,5,6,4,5,5,4,3,4,5,5,6,3,2,3,3,4,4,3,3,4,4,6,4,5,6,8,6,6,5,3,7,5,2,6,6,1,7,5,3,8,5,2,6,5,1,5,5,0,4,5,6,5,3,,3,2,2,5,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),3,1,4,1,3,4,2,3,2,2,3,1,3,2,30,27,46,55,33,57,48,23,23
18,Féminin,Féminin,,Blanc-Caucasien,,Cégep de Shawinigan,,Cégep,Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",2,4,2,4,4,4,5,4,5,2,1,3,3,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,2,1,3,2,1,2,1,3,3,3,3,3,3,3,4,4,4,4,4,4,1,0,8,5,8,8,8,8,8,0,0,8,6,8,8,3,3,8,0,0,8,6,6,8,2,8,8,2,2,1,2,1,,5,5,5,1,1,5,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,1,1,3,1,2,3,1,4,1,2,3,2,4,37,28,64,24,36,31,41,72,8
20,Masculin,Masculin,,Autre (spécifiez ci-dessous),Afrique du Nord,Autres (spécifier ci-dessous),Polytechnique Montréal (univesité),"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Ingénierie,Complètement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,5,4,4,5,5,5,5,3,2,2,3,3,4,3,4,4,2,2,5,3,4,4,4,3,3,2,3,1,1,5,5,4,4,3,2,1,1,1,3,4,4,4,2,2,3,2,2,2,2,2,3,3,2,1,7,3,5,7,7,2,7,8,6,8,5,6,8,8,6,7,3,1,6,5,3,7,6,0,7,3,3,3,1,1,,5,5,5,1,1,4,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,3,1,1,1,3,3,2,1,2,3,3,2,1,45,23,40,36,23,47,30,64,11
24,Masculin,Masculin,,Blanc-Caucasien,,Cégep de Shawinigan,,Cégep,Temps plein,Autres,Techniques de Laboratoire : Chimie analytique,Partiellement à distance (en ligne,11-15 heures,Célibataire,Non,0,Non,,,Non,,1,1,1,1,1,1,1,1,5,2,2,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,1,1,5,3,2,5,3,2,4,2,2,5,5,5,5,3,3,3,3,3,4,4,4,4,3,7,8,5,7,8,0,4,8,0,8,6,6,8,7,6,8,8,2,7,8,7,7,7,2,8,8,2,5,2,5,2,1,,2,1,1,1,1,1,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,3,2,3,1,3,4,4,2,3,1,3,2,4,17,34,54,43,34,64,68,30,15
17,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Cégep de l’Abitibi-Témiscamingue,Cégep,Temps plein,Sciences pures,,Partiellement à distance (en ligne,0-5 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,4,3,4,3,5,4,5,1,1,4,4,5,3,4,3,4,5,5,4,4,3,2,4,5,3,3,5,3,4,5,3,3,3,5,5,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,3,7,5,2,5,2,0,8,6,1,7,3,1,7,2,2,8,2,1,7,4,1,5,2,2,0,7,0,6,7,5,5,6,,4,4,5,2,2,3,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,2,3,1,2,3,2,3,2,3,2,2,3,2,38,27,50,47,33,54,33,10,29
19,Féminin,Féminin,,Blanc-Caucasien,,Cégep de Shawinigan,,Cégep,Temps plein,Sciences pures,,Partiellement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Non,,1,2,2,2,2,2,2,1,1,1,1,4,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,3,2,4,3,2,3,3,3,4,4,4,3,4,4,4,4,3,3,2,1,2,2,2,2,2,3,3,2,6,5,5,7,4,6,6,4,2,7,7,4,6,4,6,5,4,3,4,7,6,6,4,2,4,4,5,5,4,4,,4,1,1,4,4,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,2,3,2,3,4,2,3,2,2,3,2,2,2,17,26,44,42,22,42,36,51,22
18,Féminin,Féminin,,Blanc-Caucasien,,Cégep de Shawinigan,,Cégep,Temps plein,Sciences humaines/sociales,,Partiellement à distance (en ligne,16-20 heures,Conjoint de fait,Non,,Non,,,Non,,1,2,1,2,4,2,1,1,2,1,1,5,4,3,4,2,2,2,4,4,3,2,3,1,2,1,1,2,2,2,3,1,6,6,6,1,4,6,3,5,5,6,5,4,4,4,3,3,4,2,4,3,4,6,3,5,5,5,3,3,8,2,2,3,5,8,1,2,7,7,2,6,6,4,6,2,2,4,1,2,3,3,6,6,5,,3,1,1,5,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),2,2,3,2,2,4,2,4,2,3,3,2,3,1,18,22,30,54,35,47,36,27,23
50,Masculin,Masculin,,Asiatique,,Université du Québec à Trois-Rivières,Shawinigan,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,Psychologie,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Non,,1,1,2,1,1,1,1,1,2,1,1,4,3,5,3,2,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,6,5,5,5,6,4,5,6,5,5,5,3,3,4,3,4,4,4,3,3,2,8,6,4,7,6,1,4,6,1,5,7,2,5,1,1,4,6,1,8,8,0,8,0,1,8,2,4,5,5,5,5,3,,2,1,2,4,3,3,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,2,4,1,4,4,1,3,1,4,4,1,3,1,13,21,15,60,33,57,42,15,23
22,Féminin,Féminin,,Blanc-Caucasien,,Université de Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Éducation préscolaire et enseignement primaire,Complètement à distance (en ligne,6-10 heures,Conjoint de fait,Non,0,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à effectuer des recherches documentaires., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,5,5,5,5,4,5,4,2,3,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,6,2,2,2,1,2,2,2,2,2,3,3,1,1,2,3,1,1,2,2,4,1,6,8,2,3,6,5,4,6,1,5,7,8,6,6,5,1,4,1,8,8,8,8,8,0,3,3,5,5,5,7,,1,1,1,2,4,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,1,2,3,2,1,3,3,2,3,4,3,2,2,3,46,34,63,31,19,57,31,44,25
24,Féminin,Féminin,,Blanc-Caucasien,,Cégep de Shawinigan,,Cégep,Temps plein,Autres,Technique éducation a l'enfance,Complètement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Oui,2,Non,,,Oui,"J'ai de la difficulté à concilier la famille et les études., J'ai de la difficulté à gérer mon temps., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.",4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,3,3,3,3,4,3,3,3,4,4,3,4,5,4,3,3,3,3,3,4,3,4,4,4,4,2,3,2,2,2,2,2,2,2,3,5,3,6,3,4,2,5,7,6,4,4,6,6,7,3,3,7,3,4,4,7,6,5,5,6,8,5,5,4,4,5,7,,4,4,5,3,3,2,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,2,1,3,1,2,3,1,1,3,1,2,2,2,44,27,45,42,22,42,49,43,25
20,Féminin,Féminin,,Blanc-Caucasien,,Université Laval,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,4,1,2,2,2,2,4,2,1,5,5,5,3,5,2,5,5,5,5,5,5,5,5,3,5,5,4,1,5,3,1,5,2,3,2,1,1,4,6,5,6,1,3,3,1,2,1,1,2,3,3,7,5,2,8,6,2,5,7,2,7,8,6,8,6,2,7,8,3,6,8,3,8,4,2,8,7,3,2,2,3,1,3,,3,3,5,3,3,5,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,2,2,3,1,2,4,2,2,3,3,4,1,3,28,30,58,39,20,64,59,25,11
20,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Polytechnique,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences pures,,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",2,4,3,4,5,5,5,5,4,2,1,5,4,5,4,4,2,3,5,5,5,5,5,5,5,5,5,4,4,3,5,3,1,6,5,2,3,1,1,1,3,5,2,3,2,2,2,2,2,1,3,3,3,3,4,6,3,6,3,6,6,8,5,6,8,3,8,2,6,8,8,2,2,6,6,7,6,6,8,8,1,1,1,1,3,,5,5,5,1,1,1,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,4,1,3,1,3,4,2,4,1,2,4,1,4,40,27,61,33,23,40,55,55,7
28,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences santés,,Complètement à distance (en ligne,11-15 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à m'adapter au retour aux études.",1,2,3,3,2,3,2,2,4,1,1,5,5,5,4,5,5,5,5,5,3,4,5,4,4,3,2,5,5,5,5,2,5,6,5,4,5,4,3,3,4,6,6,3,2,3,4,4,4,3,3,3,4,7,2,2,7,3,2,8,7,6,8,2,8,8,1,1,8,7,5,8,0,4,8,2,0,6,4,3,5,3,6,2,2,,4,4,4,2,3,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,1,4,1,2,4,3,2,2,3,3,1,2,1,24,34,55,53,33,68,28,31,18
26,Féminin,Féminin,,Blanc-Caucasien,,Université de Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Sciences humaines/sociales,,Complètement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,5,5,5,5,5,4,4,4,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,2,2,3,2,2,2,3,3,2,3,2,4,3,3,3,3,2,2,3,7,6,3,1,4,6,6,8,7,8,5,5,1,5,7,8,8,7,8,6,2,1,8,6,6,2,6,6,3,2,,4,2,2,3,3,5,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,4,1,3,1,3,3,1,3,1,2,3,1,2,48,34,65,37,28,52,46,46,19
18,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Collège d’Alma,Cégep,Temps plein,Sciences pures,,Partiellement à distance (en ligne,0-5 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",3,5,5,4,4,5,4,5,5,2,2,5,5,5,5,5,5,5,4,5,4,2,3,2,4,3,2,5,3,3,3,3,4,6,5,4,5,2,3,5,5,4,4,3,3,2,3,4,4,2,3,3,3,2,1,8,6,3,8,4,0,0,2,0,8,6,5,8,5,6,1,1,0,6,7,2,7,6,0,8,1,2,2,4,2,,5,5,5,1,1,4,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",2,1,1,3,1,3,3,1,2,2,3,1,1,1,44,35,43,50,30,39,17,54,11
21,Féminin,Féminin,,Blanc-Caucasien,,Université de Sherbrooke,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Non,0,Non,,,Non,,2,3,5,3,2,1,1,1,2,1,1,5,4,5,2,4,1,3,5,3,4,3,3,3,4,3,2,2,1,3,2,3,4,5,2,2,3,4,4,4,5,5,4,3,2,3,3,4,4,4,4,3,3,7,5,5,5,7,4,6,3,5,2,5,7,6,3,4,6,7,6,5,5,1,8,7,5,7,1,5,2,5,5,6,7,,5,5,5,1,1,2,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,2,1,2,1,3,4,2,2,1,4,4,1,4,1,22,24,38,45,33,52,43,42,25
21,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Cégep André-Laurendeau,Cégep,Temps plein,Autres,Technologie de l’architecture,Complètement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,0,Non,,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,4,4,4,5,4,3,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,2,2,3,2,2,3,4,4,4,4,4,3,2,2,3,2,2,2,4,7,6,7,8,8,0,8,8,3,7,7,8,8,8,1,8,8,2,8,5,8,8,8,0,8,2,1,5,3,5,5,3,,5,4,4,4,4,5,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,2,2,2,2,3,4,1,4,2,2,2,1,4,42,35,65,33,28,70,60,30,21
19,Féminin,Féminin,,Blanc-Caucasien,,Cégep de Shawinigan,,Cégep,Temps plein,Sciences santés,,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Non,,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,5,3,1,1,5,2,3,2,3,4,2,1,1,1,1,6,6,6,3,4,1,4,4,6,6,6,6,4,2,3,2,2,4,2,2,4,3,6,5,7,8,7,3,8,1,1,2,2,7,8,0,5,8,4,1,4,3,0,8,1,5,8,0,1,7,7,7,7,7,,1,1,1,2,3,5,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,3,1,3,1,2,3,2,3,1,4,4,4,3,1,11,31,27,58,28,60,23,30,35
23,Féminin,Féminin,,Blanc-Caucasien,,Université de Montréal,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences humaines/sociales,,Complètement à distance (en ligne,26 heures et plus,Conjoint de fait,Non,,Non,,,Non,,4,2,4,3,2,3,2,3,4,1,1,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,2,4,2,2,2,3,3,3,3,6,4,3,3,3,2,3,3,2,3,3,2,4,2,6,8,8,6,6,8,2,3,2,8,8,8,3,6,7,2,4,1,6,8,7,4,7,7,7,5,4,4,4,1,,4,1,1,5,5,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),1,2,2,2,1,3,3,3,3,3,2,2,2,3,29,35,62,38,27,54,50,44,18
20,Féminin,Féminin,,Asiatique,,Université de Sherbrooke,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Droit,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.,2,1,3,3,2,2,1,2,2,2,1,5,4,4,5,4,4,3,5,4,4,4,5,3,3,3,3,3,4,2,3,4,4,5,4,4,3,2,2,3,2,3,3,2,1,2,1,2,2,1,2,1,3,5,2,7,5,4,3,7,6,5,3,3,6,6,4,5,6,6,5,5,4,2,6,3,3,6,4,3,6,5,5,6,5,,5,3,4,2,3,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,2,2,1,1,3,3,3,2,4,3,3,2,2,21,29,46,39,17,49,36,39,27
27,Féminin,Autre (spécifier ci-dessous,Demi-femme/non-binairr,Blanc-Caucasien,,Université de Sherbrooke,,"Premier cycle (Baccalauréat, Certificat",Temps partiel,Autres,"Arts visuels, toxicomanie",Partiellement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à effectuer des recherches documentaires., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,4,6,3,2,3,5,5,5,5,2,2,1,2,4,3,2,4,4,3,7,6,8,3,8,0,8,7,8,8,6,3,3,7,0,6,8,6,8,8,8,6,8,3,8,2,5,6,6,5,3,3,,5,4,3,1,1,1,"Mon niveau de procrastination s'est empiré beaucoup, je m'y prends beaucoup plus à la dernière minu",1,1,1,1,1,3,4,1,4,2,2,1,1,3,51,35,63,51,27,57,60,41,23
24,Féminin,Féminin,Ok,Blanc-Caucasien,,Autres (spécifier ci-dessous),HEC Montréal,Deuxième cycle (Maîtrise ou DESS),Temps plein,Sciences gestion/administratives,,Complètement à distance (en ligne,21-25 heures,Conjoint de fait,Non,,Non,,,Non,,2,2,3,2,2,2,2,2,4,3,1,5,4,5,5,4,4,5,4,5,5,5,4,4,4,5,5,5,3,3,3,3,2,6,4,3,6,3,3,5,4,5,5,4,2,4,4,3,4,3,4,3,3,4,4,7,8,8,6,8,0,2,4,2,5,8,6,6,7,0,3,5,4,5,8,7,5,6,0,8,5,6,5,6,4,,3,1,1,4,4,5,Mon niveau de procrastination a diminué (je m'y prends plus à l'avance pour réaliser mes tâches),1,2,1,2,2,3,3,4,4,4,2,3,1,4,25,32,55,49,34,58,31,47,26
25,Masculin,Autre (spécifier ci-dessous,Queer - Non binaire,Blanc-Caucasien,,Université Laval,,Troisième cycle (Doctorat),Temps plein,Sciences humaines/sociales,,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Célibataire,Non,,Non,,,Non,,1,1,1,4,2,4,3,4,3,1,1,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,3,3,3,4,5,4,4,3,2,4,4,3,3,5,5,5,5,4,4,4,3,3,4,2,3,3,4,6,3,7,7,5,1,5,5,2,6,2,7,7,6,0,4,5,0,7,2,2,8,4,2,6,3,3,6,5,5,7,7,,5,3,4,3,2,3,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,1,2,2,2,1,4,2,4,2,3,2,2,2,2,25,33,57,47,34,56,35,24,30
24,Masculin,Masculin,,Blanc-Caucasien,,Université de Sherbrooke,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Sciences santés,,Partiellement à distance (en ligne,Je n'ai pas d'emploi,Conjoint de fait,Non,,Oui,TDA/H,,Oui,"J'ai de la difficulté à gérer mon temps., J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté en français (rédaction, lecture ou communication)., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai de la difficulté à prendre de bonnes notes de cours., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",4,3,2,3,2,3,2,3,5,4,3,3,4,2,4,1,1,2,2,3,1,1,5,2,1,1,3,2,3,1,3,5,4,6,3,4,2,2,2,5,4,5,2,2,2,1,2,2,2,1,3,2,2,2,0,8,7,5,6,6,8,8,4,0,8,8,7,6,6,8,8,2,0,8,7,5,7,4,8,8,1,1,1,2,3,,5,4,4,1,2,3,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",1,3,2,2,1,3,2,1,1,3,3,3,3,3,34,17,28,44,19,46,41,67,8
21,Féminin,Féminin,,Blanc-Caucasien,,Université du Québec à Chicoutimi,,"Premier cycle (Baccalauréat, Certificat",Temps plein,Autres,Informatique,Complètement à distance (en ligne,6-10 heures,Conjoint de fait,Non,,Non,,,Oui,J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études.,1,1,3,1,1,1,1,1,1,1,1,5,5,5,5,4,4,5,4,5,5,4,5,4,4,5,4,4,5,4,5,3,1,6,3,2,1,2,2,6,6,2,4,3,2,3,2,3,3,1,3,3,3,6,2,0,7,7,1,3,6,1,8,5,6,8,8,0,5,6,0,5,4,6,7,6,0,3,1,3,5,3,4,3,7,,4,5,5,1,1,4,Mon niveau de procrastination est demeuré le même que lors des enseignements en présentiel.,1,1,2,2,1,3,3,4,3,2,3,2,1,1,13,33,58,38,26,52,45,17,22
19,Féminin,Féminin,,Blanc-Caucasien,,Autres (spécifier ci-dessous),Collège de Maisonneuve,Cégep,Temps plein,Autres,Sciences informatiques et mathématiques,Complètement à distance (en ligne,6-10 heures,Célibataire,Non,,Non,,,Oui,"J'ai de la difficulté à bien préparer mes examens., J'ai de la difficulté à rester concentré pendant une période assez longue (au moins 1 heure) pendant mes périodes d'études., J'ai tendance à procrastiner (remettre à plus tard ce que je dois faire).",1,3,3,3,3,4,3,4,1,1,1,5,5,5,3,5,5,5,4,2,3,2,4,3,3,4,4,1,4,3,3,5,3,5,3,4,3,4,2,4,4,6,6,4,3,3,3,4,4,3,4,3,4,6,4,3,8,8,2,7,4,0,4,5,4,7,7,2,6,5,0,8,5,3,8,6,2,8,4,4,7,5,6,7,7,,4,3,5,3,1,4,"Mon niveau de procrastination s'est empiré quelque peu, je m'y prends plus à la dernière minute.",2,2,3,1,3,4,2,3,2,4,3,1,3,1,27,33,40,49,35,62,48,20,32
